Chapter Number,ChapterName,SubChapterName,Classification,QuestionNumber,QuestionText,Option1,Option2,Option3,Option4,Image?,Answer,,QuestionType
Part-III-Unit-6-Chapter2,Steel Structures,Tension and Compression Members,Previous Years Questions,5,"A steel member ‘M’ has reversal of stress due to live loads, whereas another member ‘N’ has reversal of stress due to wind load. As per IS:800–2007, the maximum slenderness ratio permitted is [GATE, 2015]",less for member ‘M’ than that of member ‘N’.,more for member ‘M’ than for member ‘N’.,same for both the members,not specified in the Code,,A,,MCQ
Part-III-Unit-6-Chapter2,Steel Structures,Tension and Compression Members,Previous Years Questions,6,"Prying forces are [GATE, 2015]",shearing forces on the bolts because of the joints.,tensile forces due to the flexibility of connected parts,bending forces on the bolts because of the joints,forces due the friction between connected parts,,B,,MCQ
Part-III-Unit-6-Chapter2,Steel Structures,Tension and Compression Members,Previous Years Questions,7,"Two plates are connected by fillet welds of size 10 mm and subjected to tension, as shown in the figure. The thickness of each plate is 12 mm. The yield stressand the ultimate tensile stress of steel are 250 MPa and 410 MPa, respectively. The welding is done in the workshop (ϒ~mw* = 1.25). [GATE, 2016]
As per the limit state method of IS:800–2007, the minimum length (rounded off to the nearest higher multiple of 5 mm) of each weld",90 mm,105 mm,110 mm,115 mm,ROW-2121,B,,MCQ
Part-III-Unit-6-Chapter2,Steel Structures,Tension and Compression Members,Previous Years Questions,8,"Two bolted plates under tension with alternative arrangement of bolt holes are shown in Figures 1 and 2. The hole diameter, pitch, and gauge length are d, p and g, respectively. [GATE, 2016]
Which one of the following conditions must be ensured to have higher net tensile capacity of configuration shown in Figure 2 than that shown in Figure 1?",p^2& > 2gd,p^2& < Ö4gd,p^2& > 4gd,p > 4gd,ROW-2122,C,,MCQ
Part-III-Unit-6-Chapter3,Steel Structures,Steel Structures – Beams,Exercises,1,A steel supporting loads from the floors slab as well as from wall is termed as,stringer beam,lintel beam,spandrel beam,header beam,,A,,MCQ
Part-III-Unit-6-Chapter3,Steel Structures,Steel Structures – Beams,Exercises,2,"When designing steel structures, one must ensure that local buckling in webs does not take place. This check may not be very critical when using rolled steel sections because",quality control at the time of manufacture of rolled sections is very good,web depths available are small,web stiffeners are in-built in rolled sections,depth to thickness ratios (of the web) are appropriately adjusted,,D,,MCQ
Part-III-Unit-6-Chapter3,Steel Structures,Steel Structures – Beams,Exercises,3,"An ISMB 500 is used as a beam in a multi-storey construction. From the view point of structural design, it can be considered to be ‘laterally restrained’ when,",the tension flange is ‘laterally restrained’.,the compression flange is ‘laterally restrained’.,the web is adequately stiffened,the conditions in (A) and (C) are met.,,B,,MCQ
Part-III-Unit-6-Chapter3,Steel Structures,Steel Structures – Beams,Exercises,4,Generally the maximum deflection/span ratio of a steel member should not exceed,A,B,C,D,ROW-2126,C,,MCQ
Part-III-Unit-6-Chapter3,Steel Structures,Steel Structures – Beams,Exercises,5,Which one of the following factors does not affect the lateral buckling strength of a steel I-section undergoing bending about its major axis?,Boundary conditions at the ends,Radius of gyration about the minor axis of the section.,Radius of gyration about the major axis of the section.,Laterally unsupported length of the compression flange.,,C,,MCQ
Part-III-Unit-6-Chapter3,Steel Structures,Steel Structures – Beams,Exercises,6,Match List I (Type of connection) with List II (Type of beams) and select the correct answer using the code given below the lists:,A,B,C,D,ROW-2128,C,,MCQ
Part-III-Unit-6-Chapter3,Steel Structures,Steel Structures – Beams,Exercises,7,Which one of the following pairs is correctly matched?,Truss : Bending,Beam : Twisting,Column : Buckling,Shaft : Shortening,,C,,MCQ
Part-III-Unit-6-Chapter3,Steel Structures,Steel Structures – Beams,Exercises,8,"What is the failure of a section shown in the following figure called?
I. Web buckling
II. Web crippling
III. Web crimpling
IV. Column buckling
Select the correct answer using the codes given below:",I and II,II and III,I and IV,II and IV,ROW-2130,B,,MCQ
Part-III-Unit-6-Chapter3,Steel Structures,Steel Structures – Beams,Exercises,9,"Consider the following statements:
Web crippling due to excessive bearing stress can be avoided by
I. increasing the web thickness.
II. providing suitable stiffeners.
III. increasing the length of the bearing plates.
Which of these statements are correct?",I and II only,II and III only,I and III only,"I, II and III",,A,,MCQ
Part-III-Unit-6-Chapter3,Steel Structures,Steel Structures – Beams,Exercises,10,The problems of lateral buckling can arise only in those steel beams which have,moment of inertia about the bending axis larger than the other,moment of inertia about the bending axis smaller than the other,fully supported compression flange,None of these,,A,,MCQ
Part-III-Unit-6-Chapter3,Steel Structures,Steel Structures – Beams,Exercises,11,"If bolts in any bolt group is subjected to shear and tension; the interaction equation need to be satisfy as per IS:800–2007 is [V~b*, V~db* : Factored shear force and design shear strength and T~b*, T~db* : Factored tensile force and design tensile strength]",A,B,C,D,ROW-2133,C,,MCQ
Part-III-Unit-6-Chapter3,Steel Structures,Steel Structures – Beams,Exercises,12,A beam section is selected and provided on the basis of,shear,deflection,section modulus,All of these,,D,,MCQ
Part-III-Unit-6-Chapter3,Steel Structures,Steel Structures – Beams,Exercises,13,"A steel beam of circular c/s is clamped at both ends. Deformation is just observed when the UDL on the beam is 20 kN-m. At the instant of collapse, the load on the beam will be",15 kN-m,30 kN-m,20 kN-m,45 kN-m,,D,,MCQ
Part-III-Unit-6-Chapter3,Steel Structures,Steel Structures – Beams,Exercises,14,"For an rectangular beam the shape factor is 1.5. The factor of safety in bending is 1.5. If the allowable stress is increased by 15% for wind and earth quake loads, then the load factor is",1.95,1.4,1.65,1.8,,A,,MCQ
Part-III-Unit-6-Chapter3,Steel Structures,Steel Structures – Beams,Exercises,15,A beam section is classed as high shear case when the factored shear force is greater than (where V~d* = design shear strength),0.6 V~d*,0.5 V~d*, V~d*,0.4 V~d*,,A,,MCQ
Part-III-Unit-6-Chapter3,Steel Structures,Steel Structures – Beams,Exercises,16,The design bending strength of laterally supportedbeam with plastic section and having plastic section modulus to be 850 × 10^3& mm^3& is _____. (Assume simply supported beam with low shear case and fy as 250 MPa and Z~e* to be 750 × 10^3& mm^3&).,195 kN-m,255 kN-m,105 kN-m,55 kN-m,,A,,MCQ
Part-III-Unit-6-Chapter3,Steel Structures,Steel Structures – Beams,Exercises,17,"A 8 m simply supported floor beam of an industrial building supported by a concrete floor load. As per IS:800–2007, the maximum deflection in mm is _____. (assume brittle clading supporting).",26.67,32,13.33,15,,A,,MCQ
Part-III-Unit-6-Chapter3,Steel Structures,Steel Structures – Beams,Exercises,18,"A simply supported beam of span ‘L’ supports a concentrated load ‘P’ at its mid span. If the cross-section of the beam is an rectangular section, then the length of elastic-plastic zone of the plastic hinge will be",A,B,C,D,ROW-2140,A,,MCQ
Part-III-Unit-6-Chapter3,Steel Structures,Steel Structures – Beams,Previous Years Questions,1,"A steel section is subjected to a combination of shear and bending actions. The applied shear force is V and the shear capacity of the section is V~s*. For such a section, high shear force (as per IS:800–2007) is defined as [GATE, 2014]",V > 0.6V~s*,V > 0.7V~s*,V > 0.8V~s*,V > 0.9V~s*,,A,,MCQ
Part-III-Unit-6-Chapter4,Steel Structures,Plate Girders and Roof Trusses,Exercises,1,"In a plate girder, the web plate is connected to the flange plates by fillet welding. The size of the fillet welds is designed to safety resist",the bending stresses in the flanges,the vertical shear force at the section,the horizontal shear force between the Hanges and the web splice,the forces causing buckling in the web,,C,,MCQ
Part-III-Unit-6-Chapter4,Steel Structures,Plate Girders and Roof Trusses,Exercises,2,"Group I contains some elements in design of a simply supported plate girder and Group II gives some qualitative locations on the girder.
Match the items of two lists as per good design practice and relevant codal provisions.",A,B,C,D,ROW-2143,A,,MCQ
Part-III-Unit-6-Chapter4,Steel Structures,Plate Girders and Roof Trusses,Exercises,3,"Plate girder I section is made by groove welding stress free web plate to two stress-flange plates. After cooling of the welds to the room temperature, the residual stress would be",tension at the free edges of the flanges.,compressive at the free edges of the flanges.,compressive at the flange web intersection,zero every where,,A,,MCQ
Part-III-Unit-6-Chapter4,Steel Structures,Plate Girders and Roof Trusses,Exercises,4,Intermediate vertical stiffeners are provided in palte girders to,eliminate web buckling,eliminate local buckling,transfer concentrated loads,prevent excessive deflection,,A,,MCQ
Part-III-Unit-6-Chapter4,Steel Structures,Plate Girders and Roof Trusses,Exercises,5,"A channel section is placed in an inclined position carrying vertical loads as shown in the given figure. If the
applied moment for the channel is ‘M’ due to vertical load, then M~xx* is given by",A,B,C,D,ROW-2146,A,,MCQ
Part-III-Unit-6-Chapter4,Steel Structures,Plate Girders and Roof Trusses,Exercises,6,"The given figure shows a typical section of a crane girder. Consider the following statements in this regard:
The function of top channel is to
I. increase moment of inertia about vertical axis.
II. reduce moment of inertia about horizontal axis.
III. increase torsional stiffness.
IV. increase lateral buckling strength.
Which of these statements are correct?",I and IV,II and III,"I, II and IV","I, III and IV",ROW-2147,A,,MCQ
Part-III-Unit-6-Chapter4,Steel Structures,Plate Girders and Roof Trusses,Exercises,7,The economic spacing of a roof truss depends upon the,cost of purlins and cost of roof covering,cost of roof covering and dead loads,dead loads and live loads,live loads and cost of purlins,,A,,MCQ
Part-III-Unit-6-Chapter4,Steel Structures,Plate Girders and Roof Trusses,Exercises,8,"Purlins are provided, in industrial buildings, over roof trusses to carry dead loads, live loads and wind loads. As per IS code, what are they assumed to be?",Simply supported,Cantilever,Continuous,Fixed,,C,,MCQ
Part-III-Unit-6-Chapter4,Steel Structures,Plate Girders and Roof Trusses,Exercises,9,"In a plate girder, the web is primarily designed to resist",torsional moment,shear force,bending moment,diagonal buckling,,B,,MCQ
Part-III-Unit-6-Chapter4,Steel Structures,Plate Girders and Roof Trusses,Exercises,10,In an industrial building gantry girder of effective span 25.0 m carries a manually operated crane of 350 kN. The maximum deflection as per IS:800–2007 is,50 mm,30 mm,25 mm,75 mm,,A,,MCQ
Part-III-Unit-6-Chapter4,Steel Structures,Plate Girders and Roof Trusses,Exercises,11,What is the net effective sectional area of plate of thickness 12 mm as shown in the figure for carrying tension? [Take dh: 18 mm],2500 mm^2&,3048 mm^2&,2750 mm^2&,3500 mm^2&,ROW-2152,B,,MCQ
Part-III-Unit-6-Chapter4,Steel Structures,Plate Girders and Roof Trusses,Exercises,12,Compute the tensile strength of an angle section ISA 150 × 150 × 10 mm of Fe410 grade of steel connected with guest plate as shown in figure based on grosssectional yielding.,450 kN,350 kN,660 kN,None of these,ROW-2153,C,,MCQ
Part-III-Unit-6-Chapter4,Steel Structures,Plate Girders and Roof Trusses,Exercises,13,The best tension member section will be a,bolted single angle section,welded single angle section,channel section,double angle section on opposite side of gusset plate.,,D,,MCQ
Part-III-Unit-6-Chapter4,Steel Structures,Plate Girders and Roof Trusses,Exercises,14,The optimum depth of plate girder is given by,A,B,C,D,ROW-2155,A,,MCQ
Part-III-Unit-6-Chapter4,Steel Structures,Plate Girders and Roof Trusses,Exercises,15,"Consider the following statements.
I. The economic spacing of a roof truss depends on cost of purlins and cost of roof covering.
II. Bearing stiffeners are provided in a plate girder to prevent web buckling.
III. Purlins provided over roof trusses are designed as a continuous as per IS:800.
The correct statements are","I, II and III are correct",only I and II are correct,II and III are correct,I and III are correct,,A,,MCQ
Part-III-Unit-6-Chapter4,Steel Structures,Plate Girders and Roof Trusses,Previous Years Questions,1,"A bracket plate connected to a column flange transmits a load of 100 kN as shown in the following figure. The maximum force for which the bolts should be designed is ______ kN. [GATE, 2015]",,,,,ROW-2157,156.2,,FIB
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,Exercises,1,The number of independent mechanisms the gable frame will have when loaded as shown is,2,3,4,5,ROW-2158,C,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,Exercises,2,"Equilibrium condition, yield conditions (M ≤ Mp) and mechanism condition (formation of a plastic collapse mechanism) are the conditions to be satisfied by any correct plastic analysis results. Which of the above conditions does the statical method of plastic analysis consider?",Equilibrium condition alone,Equilibrium and mechanism conditions,Yield and mechanism conditions,Equilibrium and yield conditions,,D,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,Exercises,3,"For a fixed beam with span L, having plastic moment capacity of M~p*, the ultimate central concentrated load will be",A,B,C,D,ROW-2160,D,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,Exercises,4,The plastic modulus of a section is 4.8 × 10–4 m^3&. The shape factor is 1.2. The plastic moment capacity of the section is 120 kN-m. The yield stress of the material is,100 MPa,240 MPa,250 MPa,300 MPa,,C,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,Exercises,5,The shape factor of the section shown in the figure is,1.5,1.12,2,1.7,ROW-2162,C,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,Exercises,6,"A cantilever beam of length L and a cross-section with shape factor ‘f ’ supports a concentrated load P as shown in the following figure: 
The length Lp of the plastic zone, when the maximum bending moment, equals the plastic moment M~p*, given by",A,B,C,D,ROW-2163,D,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,Exercises,7,"A steel beam (with a constant EI, and span L) is fixed at both ends and carries a uniformly distributed load (w kN-m), which is gradually increased till the beam reaches the stage of plastic collapse (refer to the following figure). Assuming ‘B’ to be at mid-span, which of the following is true.","Hinges are formed at A, B and C together",Hinges are formed at B and then at A and C together,Hinges are formed at A and C together and then at B.,Hinges are formed at A and C only,ROW-2164,C,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,Exercises,8,"A cantilever beam of length l, width b and depth d is loaded with a concentrated vertical load at the tip. If yielding starts at a load P, the collapse load shall be",2.0P,1.5P,1.2P,P,,B,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,Exercises,9,"When the triangular section of a beam as shown in the following figure becomes a plastic hinge, the compressive force acting on the section (with s~y* denoting the yield stress) becomes",,,,,,A,,FIB
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,Exercises,10,At the location of plastic hinge,radius of curvature is infinite,curvature is infinite.,moment is infinite,flexural stress is infinite,,B,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,Exercises,11,Which one of the following is the load factor?,A,B,C,D,ROW-2168,B,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,Exercises,12,The collapse load of a simply supported beam of span L and fully plastic moment M~p* subjected to central concentrated load is given by,A,B,C,D,ROW-2169,A,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,Exercises,13,A structure has two degrees of indeterminacy. The number of plastic hinges that would be formed at complete collapse is,0,1,2,3,,D,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,Exercises,14,A propped cantilever beam AB of length ‘L’ fixed at ‘A’ and propped at B is subjected to a concentrated load ‘w’ at its centre. By kinematic approach calculate the ultimate collapse load (w) in terms of M~p*.,A,B,C,D,ROW-2171,B,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,Exercises,15,The distance of plastic neutral axis from top of T-section shown in the following figure:,15 mm,60 mm,20 mm,40 mm,ROW-2172,C,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,Exercises,16,The number of possible independent mechanisms for a portal frame shown in the figure is,1,3,4,2,ROW-2173,D,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,Exercises,17,The plastic modulus of a section is 4.5 × 10-4 m^3&. The shape factor is 1.5. The plastic moment capacity of the section is 150 kN-m. The yield stress of the material in MPa is ______.,120,300,330,250,,C,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,Exercises,18,A continuous beam with constant EI is shown in the given figure. Collapse load for this beam will be equal to,A,B,C,D,ROW-2175,D,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,Exercises,19,Match List I (Beam) with List II (collapse load) and select the correct answer using the codes given below the lists:,A,B,C,D,ROW-2176,A,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,Exercises,20,Find the ratio of W~1* to W~2* for beam and sway mechanism for a portal frame shown below.,1,1.5,2,3,ROW-2177,C,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,Exercises,21,"A propped cantilever beam of uniform moment capacity M~p* is shown in the given figure:
What is the collapse load W?",A,B,C,D,ROW-2178,C,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,Exercises,22,Given figure shows a portal frame with load. All members have the same plastic moment of resistance Mp. The ratio P~1* to P~2* for beam and sway mechanism is _______.,1,2,3,4,ROW-2179,B,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,Exercises,23,A portal frame has a collapse mechanism as shown below. What is the type?,Pure portal mechanism,Panel mechanism,Dual beam mechanism,Combined mechanism,ROW-2180,D,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,Previous Years Questions,1,"The plastic collapse load W~p* for the propped cantilever supporting two point loads as shown in the figure in terms of plastic moment capacity, M~p* is given by [GATE, 2007]",A,B,C,D,ROW-2181,B,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,Previous Years Questions,2,"The shape of the cross-section, which has the largest shape factor, is [GATE, 2008]",rectangular,I-section,diamond,solid circular,,C,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,Previous Years Questions,3,"In the theory of plastic bending of beams, the ratio of plastic moment to yield moment is called [GATE, 2009] ",shape factor,plastic section modulus,modulus of resilience,rigidity modulus,,A,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,Previous Years Questions,4,"As per IS:800–2007 the cross-section in which extreme fiber can reach the yield stress but cannot develop the plastic moment of resistance due to local buckling is classified as [GATE, 2013]",plastic section,compact section,semi-compact section,shear section,,C,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,Previous Years Questions,5,"Match the information given in List I with those in List II. [GATE, 2014]",P - 1; Q - 2; R - 3; S - 4,P - 2; Q - 1; R - 4; S - 3,P - 3; Q - 4; R - 2; S - 1,P - 4; Q - 3; R - 2; S - 1,ROW-2185,C,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,Previous Years Questions,6,"The ultimate collapse load (P) in terms of plastic moment M~p* by kinematic approach for a propped cantilever of length L with P acting at its mid-span as shown in the figure, would be [GATE, 2014]",A,B,C,D,ROW-2186,C,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,Previous Years Questions,7,"For formation of collapse mechanism in the following figure, the minimum value of P~u* is Cm~p*/L. M~p* and 3M~p* denote the plastic moment capacities of beam sections as shown in this figure. The value of c is ______. [GATE, 2015]",0.09 to 0.11,0.09 to 0.20,0.091 to 0.11,0.09 to 0.10,ROW-2187,D,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,Previous Years Questions,8,"The semi-compact section of a laterally unsupported steel beam has an elastic section modulus, plastic section modulus and design bending compressive stress of 500 cm^3&, 650 cm^3& and 200 MPa, respectively. The design flexural capacity (expressed in kN-m) of the section is ______. [GATE, 2016]",,,,,,90.91,,FIB
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,Previous Years Questions,9,"A rigid member ACB is shown in the figure. The member is supported at A and B by pinned and guided roller supports, respectively. A force P acts at C as shown. Let R~Ah* and R~Bh* be the horizontal reactions at supports A and B, respectively, and R~Av* be the vertical reaction at support A. Self-weight of the member may be ignored. [GATE, 2016]",A,B,C,D,ROW-2189,D,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,Previous Years Questions,10,"A propped cantilever of span L carries a vertical concentrated load at the mid-span. If the plastic moment capacity of the section is M~p*, the magnitude of the collapse load is [GATE, 2016]",A,B,C,D,ROW-2190,B,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,Previous Years Questions,11,"A fixed-end beam is subjected to a concentrated load (P) as shown in the figure. The beam has two different segments having different plastic moment capacities (M~p*, 2M~p*) as shown. [GATE, 2016]",A,B,C,D,ROW-2191,A,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,TEST,1,"How are the most commonly produced and used structural elements in frames, floor beams, with high moment of inertia about X-axis, are designated?",ISWB-section,ISLB-section,ISMB-section,ISHB-section,,C,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,TEST,2,Match Group A with Group B and select the correct answers,A,B,C,D,ROW-2193,D,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,TEST,3,"For economical spacing of roof truss, if t, p, r are the cost of truss, purlin and roof coverings respectively, then",t = p + r,t = 2p + r,t = p + 3r,t = p + 2r,,B,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,TEST,4,Gantry girders are usually designed,for multistorey buildings,using channel sections only,as laterally supported beams,as laterally unsupported beams,,D,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,TEST,5,Bearing stiffners in a plate girder is used wherever there is concentrated load to,increase shear resistance,prevent excessive deflection,prevent buckling of web,to transfer the load from compression flange to the tension flange,,C,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,TEST,6,Which of the bolted connections have maximum efficiency?,Zig-zag,Diamond,Chain,Both A and B,,B,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,TEST,7,________ beams are used for large spans and light loads.,ISLB,Tubular beams,Castellated beams,ISWB,,C,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,TEST,8,"A steel c/s has less capacity to resist torsion, when",shear center is above center of gravity,shear center is below center of gravity,shear center coincides with center of gravity.,not related with their locations,,C,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,TEST,9,The design normal strength of a fillet weld is,A,B,C,D,ROW-2200,D,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,TEST,10,Maximum pitch for a tension member whose thickness is ‘t’ is,12t or 200 mm,16t or 200 mm.,Least of (A) and (B).,Only 200 mm.,,B,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,TEST,11,Determine the safe load P that can be carried by the joint shown in the given figure. The bolts used are 20 mm diameter of grade 4.6. The thickness of flange of I-section is 9 mm and that of bracket plate is 10 mm. ,93.68 kN,89.49 kN,65.68 kN,72.92 kN,ROW-2202,D,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,TEST,12,"Boiler plates of t = 15 mm thickness are lap jointed with bolts 18 Φ of 4.6 Grade. If the diameter of boiler is 1 m, determine maximum pressure that can be allowed
in boiler.",0.12 N/mm^2&,0.26 N/mm^2&,0.38 N/mm^2&,0.45 N/mm^2&,ROW-2203,B,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,TEST,13,Match List I of types of sections of beams with List II the cases for which beams are designed,A,B,C,D,ROW-2204,A,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,TEST,14,"Statement I : In long columns the axial buckling stress remains below the proportional limit and they buckle elastically.
Statement II : The failure loads for such columns are proportional to the flexural rigidity (EI) of the column and independent of the strength of steel.",Both I and II are true and II is correct explanation of I,Both I and II are true and II is not correct explanation of I,I is true and II is false,Both I and II are false,,A,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,TEST,15,"Determine the block shear strength of the welded tension member shown in figure. Plates are of Fe410 grade 
PSF for yielding = 1.1 
PSF for ultimate stress = 1.25",1543 kN,1728 kN,1648 kN,1483 kN,ROW-2206,C,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,TEST,16,"Determine the flenural design strength of the following welded members. The girders are simply supported
and have continuous lateral support. Consider that only flanges resist BM.
Flanges : 250 × 12 mm
Web : 1200 × 8 mm
Span : 12 m",1652.72 kN,826.36 kN,727.19 kN,1454.38 kN,,B,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,TEST,17,A built up section is composed of an I section ISMB400 and C section ISMC300 connected on top of I section as shown in figure. The minimum radius of gyration of built up section in cm is ______.,106 cm,13.5 cm,12.1 cm,14.7 cm,ROW-2208,D,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,TEST,18,Match List I with List II and select the correct answer using the codes given below the lists:,A,B,C,D,ROW-2209,D,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,TEST,19,Find out the collapse load for the following cantilever beam in the following figure:,A,B,C,D,ROW-2210,C,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,TEST,20,"Two framing angles ISA 150 × 150 × 10 mm are used to make beam to column connection. One angle is placed on either side of the web of the beam as in figure. 3 bolts of 16 mm diameter of 4.6 Grades are used to connect the angle legs to the beam web. Determine the reaction that can be transferred through the joint. Given pitch P = 65 mm and end distance e = 40 mm. 
Column ISHB300 @ 618.03 N/m t~f* = 10.6 mm 
Beam section ISMB350 @ 514.04 N/m t~w* = 8.1 mm
Grade of steel is Fe410",198.36 kN,174.14 kN,200.68 kN,183.42 kN,ROW-2211,A,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,TEST,21,"A circular plate, 200 mm in diameter is welded to another plate by means of 6 mm fillet weld. Calculate the ultimate twisting moment capacity that can be resisted by the weld use steel grade Fe410 and shop welding.",49.97 kN-m,36.31 kN-m,57.68 kN-m,61.31 kN-m,,A,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,TEST,22,"A circular penstock of mild steel of grade Fe410, 1.0 m diameter is fabricated in works shop with 12 mm thick plates. The plates are secured by 8 mm size fillet weld provided on inside and outside of lapped ends as shown in the figure. Determine safe internal pressure than can be allowed in the penstock. (in N/mm^2&).",3.55,7.01,4.24,2.36,ROW-2213,C,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,TEST,23,"Find the design strength of Lap joint between 2 plates shown in the figure. Bolts 20 Φ, 4.6 Grade plates E 250 Fe410 are used.",271 kN,362 kN,308 kN,420 kN,ROW-2214,B,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,TEST,24,Find the efficiency for the bolted connection in problem no 23.,82%,50%,32%,41%,ROW-2214,D,,MCQ
Part-III-Unit-6-Chapter5,Steel Structures,Plastic Theory,TEST,25,Match List I (Different types of structural beams) List II (Functions of the beams),A,B,C,D,ROW-2216,C,,MCQ
Part-III-Unit-7-Chapter1,Geotechnical Engineering,Origin of Soils and Clay Mineralogy,Exercises,1,Match List I (Type of soil) with List II (Mode of transportation and deposition) and select the correct answer using the codes given below the lists:,A,B,C,D,ROW-2217,B,,MCQ
Part-III-Unit-7-Chapter1,Geotechnical Engineering,Origin of Soils and Clay Mineralogy,Exercises,2,"Consider the following statements in the context of aeolian soils:
I. The soil has low density and low compressibility.
II. The soil is deposited by wind.
III. The soil has large permeability.
Which of these statements are correct?","I, II and III",II and III,I and III,I and II,,B,,MCQ
Part-III-Unit-7-Chapter1,Geotechnical Engineering,Origin of Soils and Clay Mineralogy,Exercises,3,"Assertion (A) : Black cotton soils are clays and they exhibit characteristic property of swelling.
Reason (R)  : These clays contain montmorillonite which attracts external water into its lattices structure.",Both A and R are true and R is the correct explanation of A.,Both A and R are true but R is not a correct explanation of A.,A is true but R is false,A is false but R is true,,A,,MCQ
Part-III-Unit-7-Chapter1,Geotechnical Engineering,Origin of Soils and Clay Mineralogy,Exercises,4,The collapsible soil is associated with,dune sands,laterite soils,loess,black cotton soils,,C,,MCQ
Part-III-Unit-7-Chapter1,Geotechnical Engineering,Origin of Soils and Clay Mineralogy,Exercises,5,The predominant mineral responsible for shrinkage and swelling in black cotton soils is,illite,kaolinite,mica,montmorillonite,,D,,MCQ
Part-III-Unit-7-Chapter1,Geotechnical Engineering,Origin of Soils and Clay Mineralogy,Exercises,6,"Consider the following clay minerals:
I. Kaolinite
II. Montmorillonite
III. Illite
What is the correct sequence in an increasing order of their plasticity index?",I–II–III,III–II–II,I–III–II,III–I–II,,C,,MCQ
