Select a pure substance,ChapterName,SubChapterName,Classification,QuestionNumber,QuestionText,Option1,Option2,Option3,Option4,Image?,Answer,AnswerDescription,QuestionType
3,Coal and Petroleum,Multiple Choice Questions,,26,What is the actual composition of natural gas.,"CH~4*(85%), C~2*H~6*(10%), C~3*H~8*(3%) and small amount of C~4*H~10*","CH~4*(10%), C~2*H~6*(85%), C~3*H~8*(3%) and small amount of C~4*H~10*","CH~4*(88%), C~2*H~8*(10%), C~3*H~8*(3%) and small amount of C~2*H~6* and C~4*H~10*","CH~4*(65%), C~2*H~6*(20%), C~3*H~8*(10%) and 5% of C~4*H~10*",,a,,MCQ
3,Coal and Petroleum,Multiple Choice Questions,,27,Which of the following is boiling range of diesel oil?,573 K to 723 K,523 K to 573 K,622 K to 673 K,373 K to 623 K,,b,,MCQ
3,Coal and Petroleum,Multiple Choice Questions,,28,"Which of the following sources of energy can be a good alternative to coal in a power station ?
i)  Geothermal energy
ii) Energy from water
iii)Energy from petrol
iv) Energy from plants",(i) and (ii) only,(iv) only,"(i), (ii) and (iii) only",All of the above,,a,,MCQ
3,Coal and Petroleum,Multiple Choice Questions,,29,"Read the following statements and mark the correct ones from the given options.
i) Coal, petroleum and natural gas are called fossil fuels.
ii) Coal and natural gas are two exhaustible substances.
iii) Coke is used in manufacture of steel.
iv) Fossil fuels are present in limited quantities.",(i) and (ii),(i) and (iv),"(i), (ii) and (iii)","(i), (ii), (iii) and (iv)",,d,,MCQ
3,Coal and Petroleum,Multiple Choice Questions,,30,"Besides the risk of pollution, fossil fuels also pose a risk of ",Global warming,Water pollution,Leakage,Explosion,,a,,MCQ
3,Coal and Petroleum,Multiple Choice Questions,,31,"Consider the following statements.
1. Natural gas can be supplied to homes and factories through pipes.
2. Natural gas is obtained by fractional distillation of crude oil.
3. Natural gas is a cleaner fuel because on burning only water is produced.
4. Natural gas is an exhaustible source of energy like fossil fuels.
Which alternative has the correct statements ?",1 and 3,2 and 3,1 and 4,"1, 3 and 4",,d,,MCQ
3,Coal and Petroleum,Multiple Choice Questions,,32,"Coal is a fossil fuel and it cannot be prepared in a laboratory or industry because the formation of coal
1. is a very slow process
2. need very low pressure and low temperature
3. need very high pressure and high temperature
4. causes air pollution
Select the correct alternative.",1 and 2,2 and 4,1 and 3,4 and 3,,c,,MCQ
3,Coal and Petroleum,Multiple Choice Questions,,33,Which one of the following statement is incorrect about graphite and diamond?,Graphite is smooth and slippery.,Diamond is good conductor of heat.,Graphite is a good conductor of electricity.,Physical and chemical properties of graphite and diamond are different,,d,,MCQ
3,Coal and Petroleum,Multiple Choice Questions,,34,Which among the following is highly toxic and inflammable gas ?,CO,CO~2*,CS~2*,CaC~2*,,a,,MCQ
3,Coal and Petroleum,Morethan one Option Correct,,1,Select the correct statements about coke.,It is a crystalline form of carbon.,It contains about 90% carbon.,It is used as reducing agent.,It is a black porous substance.,,"b,c,d",,MAQ
3,Coal and Petroleum,Morethan one Option Correct,,2,Choose the products obtained from fossil fuels.,Coal,Coke,Coal tar,Oxygen,,"b,c",,MAQ
3,Coal and Petroleum,Morethan one Option Correct,,3,Which of the following is not obtained on fractional distillation of petroleum?,Gasoline,Light Oil,Coal gas ,Kerosene,,"b,c",,MAQ
3,Coal and Petroleum,Morethan one Option Correct,,4,Which of the following are produced from coal tar?,Synthetic dyes,Drugs,Perfumes,Soap and Detergent,,"a,b,c",,MAQ
3,Coal and Petroleum,Morethan one Option Correct,,5,Which of these are fossil fuels?,Coal,Petroleum,Biogas,Natural gas,,"a,b,d",,MAQ
3,Coal and Petroleum,Morethan one Option Correct,,6,Which of the following statements is/are true ?,Petroleum is a fossil fuel.,Petroleum is formed by the decomposition of remains of marine,The refined form of petroleum is called crude oil,Petrol and diesel are obtained from a natural resource called petroleum,,"a,b,d",,MAQ
3,Coal and Petroleum,Morethan one Option Correct,,7,Mark the incorrect statements.,Fossil fuels can be made in laboratory.,CNG is more polluting than petrol.,Petroleum is a mixture of various oxides of carbon,Coal tar is a mixture of various substances,,"a,b,c",,MAQ
3,Coal and Petroleum,Assertion - Reason,,1,"Assertion : Coal gas is a mixture of methane, hydrogen and carbon monoxide.
Reason: It is obtained when coal is bumt in excess of air.",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,c,,AR
3,Coal and Petroleum,Assertion - Reason,,2,"Assertion : Anthracite is the purest form of coal.
Reason : It contains about 50% carbon.",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,c,,AR
3,Coal and Petroleum,Assertion - Reason,,3,"Assertion : CNG and LPG are clean fuels.
Reason : They do not leaveany residue on burning.",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,a,,AR
3,Coal and Petroleum,Assertion - Reason,,4,"Assertion : Petroleum or crude oil pumped out of oil well is not pure.
Reason: Petroleum is refined to get various fraction which can be used for specific purposes.",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,b,,AR
3,Coal and Petroleum,Assertion - Reason,,5,"Assertion : Petrol is more volatile than diesel oil.
Reason : Petrol condenses near the top of the column than diesel oil.",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,b,,AR
3,Coal and Petroleum,Assertion - Reason,,6,"Assertion : Air and sunlight are inexhaustible natural resources.
Reason : Air and sunlight are present in unlimited quantity in nature.",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,a,,AR
3,Coal and Petroleum,Multiple Choice Questions,,1,Activated charcoal is used in gas masks because,it is a good adsorbent,it is a good reducing agent,it burns without smoke,it is highly active,,a,,MCQ
3,Coal and Petroleum,Multiple Choice Questions,,2,LPG is a mixture of,C~6*H~12* + C~6*H~6*,C~4*H~10* + C~3*H~8*,C~2*H~2* + C~2*H~4*,CH~4* + C~2*H~4*,,b,,MCQ
3,Coal and Petroleum,Multiple Choice Questions,,3,"On the basis of following features identify the correct process
I. This process can be carried out with or without catalyst.
II. This process is carried out to meet the increasing demands of gasoline.
III. In this process higher hydrocarbons breakdown to give smaller hydrocarbons",Refining,Destructive distillation,Cracking,Rerforming,,c,,MCQ
3,Coal and Petroleum,Multiple Choice Questions,,4,"On the basis of following features identify the correct gas.
I.  This gas is commonly known LPG.
II. This gas is commonly used as domestic fuel
III. Astrong smelling substance called ethyl mercaptan is added to detect the leakage of this gas.",Ethene,Butane,Pentane,Butene,,b,,MCQ
3,Coal and Petroleum,Multiple Choice Questions,,5,"Equation
Which of the following is obtained in the above reaction?",Animal charcoal,Sugar charcoal,Coke,Wood charcoal,CH-3-5-ROW-316,b,,MCQ
3,Coal and Petroleum,Multiple Choice Questions,,6,Ethyl mercaptan is added to LPG,to give colour to it,to give volume to it,to give smell to it,to make it liquid.,,c,,MCQ
3,Coal and Petroleum,Multiple Choice Questions,,7,Mark the incorrect statement.,Burning of coal in a sufficient amount of oxygen produces carbon dioxide.,"When coal burns in insufficient amount of oxygen, carbon monoxide is formed.",Charcoal is a better fuel than kerosene to be used as fuel for cooking at home.,LPG is considered to be a good fuel for domestic use.,,c,,MCQ
3,Coal and Petroleum,Multiple Choice Questions,,8,Butane gas is used for filling cylinders to be used as LPG because,it is easily available,it is easily compressed into a liquid and stored in cylinders,it is stored in gaseous state only in the cylinder,it is the cheapest available gas.,,b,,MCQ
3,Coal and Petroleum,Morethan one Option Correct,,9,Choose the correct statements :,Animal charcoal is obtained by heating bones in a retort in absence of air.,Animal charcoal is used for decolourising brown sugar.,Sugar charcoal is used in preparation of synthetic diamonds,Adsorption is a surface phenomenon.,,"a,b,c,d",,MAQ
3,Coal and Petroleum,Morethan one Option Correct,,10,"On dehydration of cane sugar with concentrated sulphuric acid, we get",Sugar charcoal,an allotrope of carbon that is amorphous,an allotrope of carbon that is a very pure form of carbon.,wood charcoal,,"a,b,c",,MAQ
3,Coal and Petroleum,Morethan one Option Correct,,11,Which of the following precaution (s) should be taken if in case there is any leakage of gas.,All doors and windows of the room in which cylinder is kept should be opened.,All lights of the room should be turned on.,Any open flame nearby should be immediately extinguished.,All of the above are incorrect,,"a,c",,MAQ
3,Coal and Petroleum,Assertion - Reason,,15,"Assertion : The main constituent of LPG is butane.
Reason : A small quantity of mercaptan is added to cooking gas cylinders supplied for domestic use.",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,b,,AR
3,Coal and Petroleum,Assertion - Reason,,16,"Assertion : Sugar charcoal is prepared by dehydration of sugar.
Reason : Sulphuric acid is a dehydrating agent.",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,b,,AR
3,Coal and Petroleum,Assertion - Reason,,17,"Assertion : Charcoal does not produce any smoke.
Reason : Charcoal contains only carbon.",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,a,,AR
3,Coal and Petroleum,Assertion - Reason,,18,"Assertion : Bone charcoal cannot act as a reducing agent.
Reason : Since bone charcoal contains maximum percentage of calcium phosphate so it can not act as a reducing agent.",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,a,,AR
3,Coal and Petroleum,Assertion - Reason,,19,"Assertion : Wood charcoal is used as one of the constituents of gun powder.
Reason : Word charcoal is used as a deodorant and disinfectant.",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,b,,AR
4,Combustion and Flame,Multiple Choice Questions,,1,"Arrange the given fuels in increasing order of calorific value.
A) Hydrogen        B)  Charcoal     C) Petrol   D) LPG    E) Wood",EDACB,EBCDA,CEDAB,DECAB,,b,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,2,We shouldn't light a candle in a closed room because,carbon particles are formed which are dangerous for respiratory tract,the carbon dioxide formed causes breathlessness,"methane gas, which is poisonous, is formed","carbon monoxide gas is formed, which reduces the ability of blood to carry oxygen.",,d,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,3,Which of the following process does not contribute to the increase of suspended particulate matter in the atmosphere?,usage of refrigerators and air conditioners,buming of wood,burning of coal,emission from industries,,a,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,4,Which of the following phenomena can be an effect of acid rain?,adverse effect of ultra violet radiation,unseasonal rainfall,death of aquatic animals,an increase in frequency of flood,,c,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,5,Incomplete combustion of fuels does not contribute to,photochemical smog,acid rain,global warming,Both (a) and (b) ,,c,,MCQ
4,Combustion and Flame,Assertion - Reason,,1,"Assertion : Kerosene lamp burn with yellow flame.
Reason : Yellow flame is caused by incomplete combustion of the fuel.",,,, ,,a,,AR
4,Combustion and Flame,Assertion - Reason,,2,"Assertion: Many fucls gases contain hydrogen as a major constituent.
Reason: Liquid hydrogen is a very light fuel.",,,,,,b,,AR
4,Combustion and Flame,Assertion - Reason,,3,"Assertion : Water fire extinguishers can be used for solids only, such as wood, paper, plastics and fabrics.
Reason : Salty water is a bad conductorof electricity",,,,,,c,,AR
4,Combustion and Flame,Assertion - Reason,,4,"Assertion : We can not boil water in a paper cup.
Reason : Ignition temperature of paper cup becomes too high.",,,,,,d,,AR
4,Combustion and Flame,Assertion - Reason,,5,"Assertion : The substances classified as fuel must necessarily contain one or several of the combustible substances.
Reason : Carbon. hydrogen. sulphur are combustible substances.",,,,,,b,,AR
4,Combustion and Flame,Fill in the Blanks,,1,_________ is the substance which reacts with oxygen and turns to release energy.,Fuel,,,,,,,FIB
4,Combustion and Flame,Fill in the Blanks,,2,During an explosion a large amount of ________ given out.,Heat,,,,,,,FIB
4,Combustion and Flame,Fill in the Blanks,,3,The _________ zone in a candle flame is the zone of no combustion.,Innermost,,,,,,,FIB
4,Combustion and Flame,Fill in the Blanks,,4,The amount of heat liberated when one kilogram of a fuel is completely bumt in suficient supply of oxygen is called _________ of the fuel,Calorific,,,,,,,FIB
4,Combustion and Flame,Fill in the Blanks,,5,__________ is a gaseous fuel which can be stored in cylinders,CNG,,,,,,,FIB
4,Combustion and Flame,Fill in the Blanks,,6,"On burning, solid fuels leave residue and _________",Smoke,,,,,,,FIB
4,Combustion and Flame,Fill in the Blanks,,7,__________ has corroded the marble structure of Taj Mahal.,Acid Rain,,,,,,,FIB
4,Combustion and Flame,Fill in the Blanks,,8,________ is used to control fires involving electrical equipments.,Carbon Dioxide,,,,,,,FIB
4,Combustion and Flame,Fill in the Blanks,,9,Ignition temperature of a log of wood is _______ than a splinter.,Higher,,,,,,,FIB
4,Combustion and Flame,Fill in the Blanks,,10,Respiration is a ______ combustion.,Slow,,,,,,,FIB
4,Combustion and Flame,Fill in the Blanks,,11,Combustion of white phosphorus in air is an example of _________ combustion.,Spontaneous,,,,,,,FIB
4,Combustion and Flame,Fill in the Blanks,,12,When the clothes of a person catch _________ the person is covered with a __________,"Fire, Blanket",,,,,,,FIB
4,Combustion and Flame,Fill in the Blanks,,13,The substances which have very ________ ignition temperature and can easily catch tire with a tlame are called _______ substances.,"Low, Inflammable",,,,,,,FIB
4,Combustion and Flame,True / False,,1,To extinguish petrol fire we can use water.,0,,,,,,,TF
4,Combustion and Flame,True / False,,2,Carbon dioxide is effective for fire fighting.,1,,,,,,,TF
4,Combustion and Flame,True / False,,3,Carbon monoxide is neither combustible nor a supporter of combustion.,0,,,,,,,TF
4,Combustion and Flame,True / False,,4,In luminous zone of candle a incomplete combustion of wax vapours takes place with liberation of maximum heat energy.,0,,,,,,,TF
4,Combustion and Flame,True / False,,5,Wood is a better fuel than LPG.,0,,,,,,,TF
4,Combustion and Flame,True / False,,6,Itis difficult to burn dry leaves but green leaves catch fire easily.,0,,,,,,,TF
4,Combustion and Flame,True / False,,7,Colour of outer zone of a candle flame is blue while middle zone is yellow in colour.,1,,,,,,,TF
4,Combustion and Flame,True / False,,8,Incomplete combustion of a fuel gives carbon dioxide.,0,,,,,,,TF
4,Combustion and Flame,True / False,,9,"Charcoal does not vaporise, so it does not produce a flame.",1,,,,,,,TF
4,Combustion and Flame,True / False,,10,Oxides of sulphur and nitrogen are produced by burning of coal and diesel which cause acid rain.,1,,,,,,,TF
4,Combustion and Flame,True / False,,11,"Carbon dioxide, water vapours, heat and light are the products of combustion.",1,,,,,,,TF
4,Combustion and Flame,True / False,,12,At airport and petrol pump soda acid fire extinguishers are not used.,1,,,,,,,TF
4,Combustion and Flame,True / False,,13,Magnmesium is a non-combustible metal.,0,,,,,,,TF
4,Combustion and Flame,Multiple Choice Questions,,1,Water is used to extinguish fire because water,raises the ignition temperature of the burning substance.,lowers the ignition temperature of the burning substance.,cools the burning substance to a temperature below its ignition temperature.,conducts the heat.,,c,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,2,Which of the following has highest calorific value?,Petrol,Coke,Natural Gas,Kerosene,,c,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,3,Combustion is _________ reaction accompanied by heat and light.,Reduction,Decomposition,Substitution,Oxidation,,d,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,4,Outermost zone of flame is called,Luminous zone,Non-luminious zone,Dark zone,None of these,,b,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,5,The fuel having lowest calorific value is,H~2*,C~6*H~12*O~6*,Kersone,CH~4*,,b,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,6,Incomplete combustion of fuel produces,CO~2*,CO,H~2*O,H~2*,,b,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,7,Combustion is the process of,vaporisation of fuel,reduction of fuel,oxidation of fuel with the evolution of heat and light,production of explosive sound,,c,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,8,Vapourised wax gets oxidised in,Blue zone,Dark zone,Luminous zone,Middle zone,,a,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,9,"When wood is burnt, at first, it gives flame but later glows because",It contains all non-volatile substance.,It contains chemicals which break down to release gases giving flame,Both (a) and (b) ,None of these,,b,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,10,Select the quality that a good fuel should possess.,High calorific value,A low calorific value,It should burn too fast.,It should burn too slow.,,a,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,11,Select the fuel with highest calorific value?,LPG,Kerosene,Wood,Hydrogen gas,,d,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,12,Which one is used as fire extinguisher?,SO~2*,CO~2*,NO~2*,O~2*,,b,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,13,The colour of luminous zone of a candle flameis,Black,Blue,Yellow,None of these,,c,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,14,Which of the following is example of spontaneous combustion?,Burning of matchstick,Combustion of fuel by motor vehicles,Lightning of kerosene lamp,Combustion of coal dust in coal mines,,d,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,15,Molten wax on heating releases,water and carbon dioxide,carbon and hydrogen,carbon dioxide and hydrogen,water and carbon,,a,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,16,"Observe the following figure carefully and answer the following question.
Which zone of candle flame in above figure is the hottest zone?",Innermost zone,Middle zone,Outermost zone,All flames are equally  hot,CH-4-16-ROW-379,c,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,17,Which of the following is correct definition of ignition temperature?,The maximum temperature at which a substance catches fire without any apparant cause.,The lowest temperature at which a substance catches fire.,The lowest temperature at which a substance changes its physical state.,The lowest temperature required for a chemical reaction to take place,,b,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,18,Which of the following is correct definition of calorific value of fuel?,It is the amount of heat required for burning one unit of fuel in presence of oxygen.,It is the amount of heat energy given out on burning one unit of fuel.,It is the amount of heat energy given out on burning one unit of solid fuel.,It is the amount of heat energy given out on burning one unit of gaseous fuel.,,b,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,19,"Which of the following is best explanation of statement:
Metabolism of glucose is considered as combustion",It involves reaction of glucose molecule with oxygen,This reaction occurs as rapid as combustion reaction.,"Products obtained are CO~2* and H~2*O, therefore it is a combustion reaction occurs at slow and steady rate.",This reaction releases enormous amount of energy,,c,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,20,LPG burns with a,non-luminous flame,luminous flame,yellow flame,Both (a) and (b),,a,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,21,"Which of the following is best explanation of statement: 
Water should never be used to extinguish oil fires.","Water is heavier than oil, on spraying water it sinks and oil floats, and the fire continues.","Water is lighter than oil, on spraying water it sinks and oil floats and the fire continues.",Water reacts with oil and form a new flammable compound.,Oil fire is very intense it convert water into steam and evaporate it off ,,a,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,22,"In improved chulhas, smoke is removed by",Pipes,Windows,Doors,Chimney,,d,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,23,Digestion of food is in an example of,incomplete combustion,Complete combustion,slow combustion,rapid combustion,,c,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,24,"In presence of water, ignition temperature of paper",Decreases,Increases,Remains constant,can decrease or increase,,c,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,25,The head of the safety match contains a mixture of,antimony trisulphide and potassium chlorate,potassium chlorate and red phosphorus,antimony trisulphide and white phosphorus,glass powder and potassium chlorate,,a,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,26,Place a piece of burning charcoal an iron plate and cover it with a plastic jar. The charcoal stops burning because,its ignition temperature is lowered,supply of oxygen is cut off,it becomes cold after some time,None of the above,,b,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,27,Why do fire brigades pour wateron the fire?,Water cools the combustible material so that its temperature is brought below its ignition temperature.,This prevents the fire from spreading.,Water vapours help in cutting off the supply of air.,All of the above,,d,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,28,The substance that does not burn with flame is,LPG,Dry grass,Camphor,Charcoal,,d,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,29,Choose the correct statement about inflammable substances from the following. They have,low ignition temperature and cannot catch fire easily,high ignition temperature and can catch fire easily,low ignition temperature and can catch fire easily,high ignition temperature and cannot catch fire casily,,c,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,30,"Choose the incorrect statement from the following 
Forest fires are usually due to:",carelessness of humans,cutting of trees,heat of sun,lightning strike,,c,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,31,"Read the statements about carbon and choose correct option :
A. It has small atomic size
B. Its melting & boiling point is low as compared to other members of group
C. It shows electropositive character
D. It shows maximum tendency of catenation",A and B are correct,B and D are correct,"A, C and D are correct",A and D are correct,,d,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,32,"In water-gas shift reaction, hydrogen gas is produced from the reaction of steam with",Methane,Coke,Carbon monoxide,Carbon dioxide,,c,,MCQ
4,Combustion and Flame,Morethan one Option Correct,,1,Water can be used as fire extinguisher to put out -,Burning wood,Burning Oil,Burning cloth,Burning charcoal,,"a,c,d",,MAQ
4,Combustion and Flame,Morethan one Option Correct,,2,Whichis/are not fuel(s)?,Wood,Carbon monoxide,Nitrogen,Oxygen,,"b,c,d",,MAQ
4,Combustion and Flame,Morethan one Option Correct,,3,Which of the following gases cause acid rain ?,Ammonia,Hydrogen,Oxides of Nitrogen,Sulphur dioxide,,"c,d",,MAQ
4,Combustion and Flame,Morethan one Option Correct,,4,Burning is accompanied with,evolution of heat,evolution of energy,evolution of light,evolution of electricity,,"a,b,c",,MAQ
4,Combustion and Flame,Morethan one Option Correct,,5,We can prevent energy crisis if we,use non-renewable sources of energy,slow down the use of fuels like coal and petroleum,"start using sources like wind, sunlight, hydro energy, etc.",use wood & coke instead of coal & petroleum,,"b,c",,MAQ
4,Combustion and Flame,Morethan one Option Correct,,6,Fire extinguishers extinguish the fire by,cutting off the supply of air,bringing down the temperature of fuel,supplying air to the fuel,bringing down the temperature of fire,,"a,b",,MAQ
4,Combustion and Flame,Assertion - Reason,,1,"Assertion : Innermost zone of the flame is cooler than the outer zones and is dark.
Reason: The middle zone is largest zone of flame and this zone gives soot and smoke.",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,b,,AR
4,Combustion and Flame,Assertion - Reason,,2,"Assertion : Luminous zone of a flame is mainly due to incomplete burning of carbon.
Reason: In luminous zone hydrogen burns with a birlliant yellow luminous flame.",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,b,,AR
4,Combustion and Flame,Assertion - Reason,,3,"Assertion : Calorific value of methane is greater than ethane.
Reason : Fuels having higher percentage of hydrogen have higher calorific value.",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,a,,AR
4,Combustion and Flame,Assertion - Reason,,4,"Assertion : Fire can be extinguished by cutting off the supply of oxygen
Reason : Oxygen is a supporter of combustion.",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,a,,AR
4,Combustion and Flame,Assertion - Reason,,5,"Assertion : Candle burms with a flame whereas coal does not.
Reason : Coal does not vapourise on combustion.",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,a,,AR
4,Combustion and Flame,Assertion - Reason,,6,"Assertion : Diesel and petrol cannot be used as household fuels for cooking.
Reason : They are highly non-flammable substances.",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,c,,AR
4,Combustion and Flame,Assertion - Reason,,7,"Assertion : Coal fire can be started by using a lighted matchstick.
Reason : Coal has a high ignitiontemperature.",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,d,,AR
4,Combustion and Flame,Multiple Choice Questions,,1,Which of the following substances is used in place of H~2*SO~4* in foam type of fire extinguishers ?,Saponin,Aluminium sulphate,Sodium carbonate,Alcohol,,b,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,2,Hydrocarbon burns to produce,CO~2* + Water vapour + Heat + Light,CO~2* + O~2*,CO~2* + H~2* + energy,CO + H~2*,,a,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,3,Daily use candles (paraffin wax) contain,higher saturated hydrocarbon,lower saturated hydrocarbon,higher unsaturated hydrocarbon,lower unsaturated hydrocarbon,,a,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,4,The salt used in soda acid type extinguisher is,potassium chlorate,sodium nitrate,sodium bicarbonate,potassium sulphate,,c,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,5,Which of the following diagram shows a non-luminous flame?,a,b ,c,d,CH-4-5-ROW-413,a,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,6,CO~2* is stored as a liquid in cylinder at,high pressure,low pressure,high temperature,low temperature,,a,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,7,CO~2* is given off by chemicals like,NaHCO~3*,CaSO~4*,Na~2*SO~4*,H~2*SO~4*,,a,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,8,"When a cracker is ignited, a sudden reaction takes place with the evolution of heat, light and sound. Identify the type of combustion?",Random combustion,Rapid combustion,Spontaneous combustion,Explosion,,d,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,9,"The different zones of a candle flame are marked by the letters A, B and C.
Which of the following is correct?",A is moderately hot,A is the hottest part of the flame,C is moderately hot,B is the hottest part of the flame,CH-4-9-ROW-417,b,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,10,Which of the following should be done to control fire?,Increase the oxygen supply,Increase fuel supply,Reduce the heat supply,Reduce the nitrogen supply,,c,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,11,"When suficient oxygen is not available, combustion of methane produces _________ gas and water.",Nitrogen,Hydrogen,Carbon monoxide,Carbon dioxide,,c,,MCQ
