Chapter Number,ChapterName,SubChapterName,TestNumber,QuestionNumber,"Metal with electronic configuration 2,8, 14, 2 can form two different hydrox- ides A and B. Both the hydroxides on reaction with sulphuric acid give two",Option1,Option2,Option3,Option4,Image?,Answer,AnswerDescription,QuestionType
4,Electric Current and Its effects,6. Effects of Electricity,Formative Worksheet,29,"Adam has an electromagnet in his school's electrical laboratory.
Which of the following materials can be used to make the rod of an electromagnet?",Glass,Wood,Iron,Plastic,x,,,
4,Electric Current and Its effects,6. Effects of Electricity,Formative Worksheet,30,"John has to construct an electromagnet for his school project.
Which of the following figures shows the way in which John should construct the electromagnet?",,,,,x,,,
4,Electric Current and Its effects,6. Effects of Electricity,Formative Worksheet,31,"The hair dryer works on the principle of __i__ effect of current.  The component of the hair dryer the works on this principle is called ___ii____.
The information in which alternative completes the given statements?",,,,,x,,,
4,Electric Current and Its effects,6. Effects of Electricity,Formative Worksheet,32,"Tempenny constructs a simple electric generator as shown in the figure.
The part of the electric generator which is the electromagnet is the ",Drill,Coil,Pencil,Bulb,x,,,
4,Electric Current and Its effects,6. Effects of Electricity,Formative Worksheet,33,"When current flows through the coil, the iron rod is attracted downward because the ",Current through the coil produces a gravitational field,Current through the coil produces a magnetic field.,Iron rod and the coil carry opposite charges,Iron rod and the coil carry like charges,x,,,
4,Electric Current and Its effects,6. Effects of Electricity,Formative Worksheet,34,"The figure shows an electromagnetic train signal.  When it is switched on, the signal remains in the upward position, whereas when it is switched off, the signal remains in the downward position as shown in the figure.
Which part of the electromagnetic train signal is the electromagnet?",A,B ,C,D,x,,,
4,Electric Current and Its effects,6. Effects of Electricity,Formative Worksheet,35,"Steve constructs an automatic door latch as shown in the figure. When the switch is closed, the electromagnet attracts the door latch toward itself and the door can be opened.  When the switch is opened again, the door latch comes back ot its original position using the spring attached between the core of the electromagnet and the door latch.
Steve can improve the structure of the automatic door latch by",Using a wooden or plastic door latch,Increasing the number of truns in the electromagnet,Using glass rod as the core of the electromagnet,Increasing the distance between the foor knob and the electromagnet,x,,,
4,Electric Current and Its effects,6. Effects of Electricity,Formative Worksheet,36,"Clarke constructs a device by passing current through a piece of long insulated wire wrapped around an iron core.  He uses this device for picking paper clips.
What is the name of the device constructed by Clarke?",Electric generator,Magnetic compass,Electromagnet,Galvanometer,x,,,
4,Electric Current and Its effects,6. Effects of Electricity,Formative Worksheet,37,"An electric iron works on the principle of ___i___ effect of electric current.  The component of an iron that works on this principle is its __ii___.
The information in which alternative completes the given statements?",,,,,x,,,
4,Electric Current and Its effects,6. Effects of Electricity,Formative Worksheet,38,"A doorbell can be constructed by using a coil, a steel gong, and a hammer.
When current is passed through the coil, the hammer strikes the gong because it becomes",Heavy,Charged ,Magnetized,Hot,,,,
4,Electric Current and Its effects,6. Effects of Electricity,Formative Worksheet,39,The presence of a magnetic field created by an electromagnet can be detected by a ,Bulb,Compass,Coil,Battery,,,,
4,Electric Current and Its effects,6. Effects of Electricity,Formative Worksheet,40,How many poles does an electromagnet have?,One,Two,Three,Four,,,,
4,Electric Current and Its effects,6. Effects of Electricity,Formative Worksheet,41,"When currrent is passed through a wire would around an iron rod, it produces",A gravitational field ,An electric field,A magnetic field,A nuclear field,,,,
4,Electric Current and Its effects,6. Effects of Electricity,Formative Worksheet,42,"Four parts of an electric iron are labelled as I, II, III and IV (as shown in the given figure).
The element of the given electric iron is labelled as",I,II ,III ,IV,x,,,
4,Electric Current and Its effects,6. Effects of Electricity,Formative Worksheet,43,The elecment of a heater is ,Attributed to produce light,A coil of low melting point wire,A coil of high melting point wire,Attributed to generate electricity,,,,
4,Electric Current and Its effects,6. Effects of Electricity,Formative Worksheet,44,"An electric fuse of 3 A rating is connected in a branch circuit. Suddenly, a current of amount 4 A flows through the circuit that consists of a bulb.  Which of the following events could be a possibility in the giver circuit?",The bulb will get fused,The fuse will melt and break the circuit,The fuse will absorb 1 A current and will pass 3 A current only,The bulb will continue to work normally pgetting a 4 A current,,,,
4,Electric Current and Its effects,6. Effects of Electricity,Formative Worksheet,45,Electric fuses are,Safety devices,Heating devices,Switching devices,Controlling devices,,,,
4,Electric Current and Its effects,6. Effects of Electricity,Formative Worksheet,46,Which of the following devices works on the principle of heating effect of current?,Switch,Battery,Electric fuse,Socket board indicator,,,,
4,Electric Current and Its effects,6. Effects of Electricity,Formative Worksheet,47,"While reading about the heating effect of current.  Raju decides to list some hime lectrical devices that work on that principle.  He lists some devices (as shown in the given table).  His father notices that one devices is listed incorrectly in the table.  
Electric devices :
Electric Kettle, Motor, Toaster, Geyser, Hair dryer,
Which device is listed incorrectly by Raju in the table?",Motor,Toaster,Hair dryer,Electric Kettle,,,,
4,Electric Current and Its effects,6. Effects of Electricity,Formative Worksheet,48,"If a current of 3 A flows through a wire of resistance 8 ohms, calculate the potential difference applied across its ends.",,,,,,,,
4,Electric Current and Its effects,6. Effects of Electricity,Formative Worksheet,49,What would be the resistance of a conductor if the current flow through it is 0.35A when the potential differences across is 1.4V?,,,,,,,,
4,Electric Current and Its effects,6. Effects of Electricity,Formative Worksheet,50,"(a) How much current will an electric bulb draw from a 220 V source, if the bulb filament is 1200 W?
(b) How much current will an electric heater coil draw from a 220 V source, if the resistance of the heater is 100 W?",,,,,,,,
4,Electric Current and Its effects,6. Effects of Electricity,Formative Worksheet,51,"The potential difference between the terminals of an electric heater is 60 V, when it draws a current of 4 A from the source.  What current will the heater draw if the potential difference is increased to 120 V?",,,,,,,,
4,Electric Current and Its effects,6. Effects of Electricity,Conceptive Worksheet,16,"If an rion nail is introduced in a current carrying coil, then it will lead to the formation of ",A magnetic compass,A cell,A motor,An electromagnent,,,,
4,Electric Current and Its effects,6. Effects of Electricity,Conceptive Worksheet,17,The needle of a magnetic compass gets deflected when placed near a current carrying wire because the current carrying wire produces,A gravitational field ,A magnetic field ,An electric field,A nuclear field,,,,
4,Electric Current and Its effects,6. Effects of Electricity,Conceptive Worksheet,18,"A pin is placed near a wire loop, as shown in the given figure.  When current flows through the wire loop, the pin gets attracted towards the loop.
Which force attracts the p;in toward the loop?",Electric,Magnetic,Frictional,Gravitational,x,,,
4,Electric Current and Its effects,6. Effects of Electricity,Conceptive Worksheet,19,"In an electric bell, ___i___ energy is transformed into __ii___ energy.
Which row completes the given statement?",,,,,x,,,
4,Electric Current and Its effects,6. Effects of Electricity,Conceptive Worksheet,20,"Stella has to construct an electric bell for her school project.  She has to make an electromagnet in order to complete the construction of the electric bell.
Which of the following materials should Shella use as the core of the electromagnet?",Glass,Iron,Plastic,Wood,x,,,
4,Electric Current and Its effects,6. Effects of Electricity,Conceptive Worksheet,21,An electric bell uses.,A permanent magnet,A non-magnetic material,An electromagnet,A liquid magnet,,,,
4,Electric Current and Its effects,6. Effects of Electricity,Conceptive Worksheet,22,Electromagnets are used in electrical devices because they,Are cheap,Are strong,Have a long life,Can be switched on and off,,,,
4,Electric Current and Its effects,6. Effects of Electricity,Conceptive Worksheet,23,Which of the following charateristics is associated with an ideal fuse element?,It should be cheap,it should have very low resistance,It should have a low melting point,It should show the magnetic effect of current,,,,
4,Electric Current and Its effects,6. Effects of Electricity,Conceptive Worksheet,24,"Consider the following statements about an electric bell :
I.  An electric bell works on the principle of magnetic effect of current.
II. An electric bell consists of an electromagnet.
III., An electric bell produces sound continuously 
Among the given statements,",Only I is correct,Only III is correct,Both I and II are correct,Both II and III are correct,,,,
4,Electric Current and Its effects,6. Effects of Electricity,Conceptive Worksheet,25,"The given figure shows a simple electric circuit that consists of a coil of wire counded around an iron rod.  Some iron filings are placed near one end of the rod.
When the switch is closed, some iron filings get attracted towards the rod.
The iron fillings will get attracted towards the iron rod.",for a very long time,As long as the current flows through the coil,Until the polarity of the battery is not changed,Until the sheet containing the iron filings is not removed.,x,,,
4,Electric Current and Its effects,6. Effects of Electricity,Conceptive Worksheet,26,"The internal construction of an electric bell is shown in the given figure.  The switch is in OFF position.  When it is switched ON, one part of the bell moves.
The part that moves when the switch is closed is the",Gong,Hammer,Iron bar,Wound Coil,,,,
4,Electric Current and Its effects,6. Effects of Electricity,Conceptive Worksheet,27,"The given figure shows a labelled picture of an electric bell.  When the switch is ON, one of the labelled parts of the bell becomes an electromagnet.
Which part of the given electric bell becomes an electromagnet?",I,II ,III ,IV,x,,,
4,Electric Current and Its effects,6. Effects of Electricity,Conceptive Worksheet,28,The principle of magnetic effect of current is incorporated in the worked of an electric,Geyser,Toaster,Door Bell,Hair Dryer,,,,
4,Electric Current and Its effects,6. Effects of Electricity,Conceptive Worksheet,29,"When current is allowed to flow through a coil of wire, the coil",Starts vibrating,Generates electricity,Behaves as a magnet,Can repel a piece of iron,,,,
4,Electric Current and Its effects,6. Effects of Electricity,Conceptive Worksheet,30,"Cranes used in junk yards for picking scraps have electromagnets attached to their lower ends.
Which of the following objects can be picked up using a crane?",Broken car,Wooden board,Old foam sofa,Ceramic plate,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Formative Worksheet,52,"If a current of 10 mA pass through your cell phone battery charger wire for 10 minute, what quantity of electric charge is transferred through the wire to the battery?",,,,,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Formative Worksheet,53,How much current does your kaptop consume if 100 C of charge is transferred through the charger wire in 4 second?,,,,,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Formative Worksheet,54,How much time is required for 10 Coulombs of charge to flow past a point if the current is 2 amperes?,,,,,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Formative Worksheet,55,Which of the following materials is a good conductor of electricity?,Plastic ,Cork,Soil,Iron,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Formative Worksheet,56,"The handle of every electrical repairing tool is covered by a certain material to prevent the user from getting an electrical shock.
Which of the following materials cannot be used to cover the handle of an electrical repairing tool?",Tin,Glass,Wood ,Rubber,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Formative Worksheet,57,"Mason constructs the circuit shown in the figure.  He leaves a gap in the circuit to test the conductivity of various materials.
On inserting which of the following materials in the gap will the bulb not light up?",Wood,Iron,Aluminium,Silver,x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Formative Worksheet,58,Which of the following objects is an insulator?,Iron rod,Plastic cup,Nickel coin,Steel spoon,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Formative Worksheet,59,"Martin is constructing an electrical metal wires are covered with plastic.
Electrical metal wires are covered with plastic because plastics are good",Electrical conductors,Electrical insulators,Heat generators,Heat absorbers.,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Formative Worksheet,60,"Tommy sets up an electrical circuit as shown in the figure.  He connects points P and Q with different materials.
The bulb will light up when points P and Q are connected by a plate made of ",Iron ,Glass,Wood ,Plastic,x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Formative Worksheet,61,"Brad sets up an electrical circuit as shown in the given figure.  He connects points P and Q of the circuit with four different rods made of four different materials - glass, wood, copper, and asbestos.
The bulb in the circuit will not light up when points P and Q are connected with",Glass rod,Wood rod,Copper rod,Asbestos rod,x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Formative Worksheet,62,"Ronabld wants to make electrical wires with a wire drawing machine.  He considers using steel, copper, aluminum, and plastic as raw material.
The material that Ronald cannot use to make electrical wires is",Steel,Copper,Plastic,Aluminum,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Formative Worksheet,63,"Margaret notices that there are ceramic pulley-like structures attached to the overhead electrical lines near her house.  Electrical wires pass over the pulleys as shows in the given fiure.
These pulleys are used as electrical",Insulators,Generators,Conductors,Transformers,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Formative Worksheet,64,Which of the following materials cannot be used a an electrical insulator?,Wood ,Rubber,Plastic,Graphite,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Formative Worksheet,65,"John is repairing the electrical line of his house.  As a precautionary measure, he stands on a wooden plank.
John uses the wooden plank because wood is",An electrical conductor,An electrical insulator,A heat conductor,A heat absorber,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Formative Worksheet,66,"The given figure shows a simple circuit consisting of a bulb and a switch.
On closing the switch, the bulb will",Glow,Not glow,Glow after some time,Glow only for a short time,x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Formative Worksheet,67,"The given figure shows four wires, a switch, a bulb, and a battery.
The bulb will glow when the given components are connected as",,,,,x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Formative Worksheet,68,"The given figure shows a simple circuit involving a battery, a switch, and a bulb.
If the terminals of the battery are reversed, then the bulb will",Glow,Not glow,Glow for a short time,Glow after some time,x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Formative Worksheet,69,"A simple electrical circuit containing two bulbs and a battery is shown in the given figure.
If bulb 1 fuses on closing the switch, then bulb 2 will",Keep glowing ,Stop glowing,Glow brightly,Glow dimly,x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Formative Worksheet,70,The symbol for a fuse is,,,,,x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Formative Worksheet,71,The symbol for a ammeter is,,,,,x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Formative Worksheet,72,In a parallel circuit of bulbs,Same current exists in all the bulbs,Same voltage exists in all the bulbs,Failure of any bulb leads to a break down in the circuit,All the above,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Formative Worksheet,73,Column - I      Column - II,,,,,x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Formative Worksheet,74,When negative terminal of a cell is connected to the positive terminal of the next cell are said to be in,Series,Parallel,Both (A) and (B),Neither (A) nor (B),,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Formative Worksheet,75,When electric cells are connected in series the electromotive force,Increase,Decreases,Remain same,Become Zero,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Formative Worksheet,76,Choose the correct option,The path along which electric current flows is called electric circuit,Coating of a conductor with a non-conductor is called insulator,The materials which allow the electric current to pass through them are called conductors.,The materials which allow the electric current to pass through them are called non-conductors,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Formative Worksheet,77,If a voltage V is applied across the bulbs in series then,The voltage applied is divided among the bulbs,The same current exists in all the bulbs,The same voltage exists in all the bulbs,The current is divided among the bulbs,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Formative Worksheet,78,Greater potential difference (or emf) is obtained in the circuit when cells are connected in,Series,Parallel,Both (A) and (B),Neither (A) nor (B),,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Conceptive Worksheet,31,"The given figure shows a simple circuit containing four bulbs and five switches along with a battery.
What is the minimum number of switches that must be closed to light at least one bulb?",1,2,3,4,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Conceptive Worksheet,32,"The handle of every electrical repairing tool is covered by a certain material to prevent the user from getting an electrical shock.
Which of the following materials cannot be used to cover the handle of an electrical repairing tool?",Tin,Glass,Wood ,Rubber,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Conceptive Worksheet,33,"The given figure shows a simple circuit that consists of a bulb, a battery, and two switches.
In the given circuit, when switch 1 is closed, the bulb will",Glow,Flicker,Not glow,Flicker after some time,x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Conceptive Worksheet,34,Which of the following materials is a good conductor of electricity?,Plastic ,Cork,Soil,Iron,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Conceptive Worksheet,35,"Robert constructs an electrical circuit as shown in the given figure.  Four different points are labeled as P,Q,R and S on the wooden rod.
In the given circuit, the bulb will glow when the positive terminal of the baterry is connected to the point.",P ,Q ,R ,S,x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Conceptive Worksheet,36,In which of the following circuits can be electrical bulb be operated using the switch in the circuit?,,,,,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Conceptive Worksheet,37,"The circuit shown in the given figure consists of a fan, a switch, and a battery.  Andrew wants to connect a bulb in parallel to the fan.
Andrew should connect the bulb in the electrical circuit as shown in figure.",,,,,x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Conceptive Worksheet,38,"Alex, constructs the electrical circuit shown in the given figure in his school laboratory.  His teacher asks him to add a switch to the circuit such that only bulb N and P are operated by it.
Alex should add this switch at point.",I,II ,III ,IV,x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Conceptive Worksheet,39,"The given figure shows a simple electric 1 circuit that consists of two bulbs, and a battery.  One switch has to be added to the circuit in order to operate only bulb M.
This swithc must be placed at point",I,II ,III ,IV,x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Conceptive Worksheet,40,"The given figure shows two blubs, a switch a battery, and a fan.  Using all the components, David makes a simple electrical circuit putting a bulb on either sides of the fan.
Which of the following circuit diagrams represents the one made by David?",,,,,x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Conceptive Worksheet,41,"The gien figure shows two bulbs, a switch, and a battery Martha makes a simple circuit using all the given components.  The circuit is such that a bulb is placed on either sides of the switch.
Which of the following circuit diagrams represents the one made by Martha?",,,,,x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Conceptive Worksheet,42,"An electric circuit made by a student is incomplete  because one of the wires is too short to connect with the other wire as shown in the given figure.  In order to glow the bulb, he has to connect the open ends by inserting an object between them.
Which of the following objects should the student insert between the open ends?",Nail,Bottle,Glass sheet,Rubber band,x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Conceptive Worksheet,43,Which of the following objects can conduct electricity?,,,,,x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Conceptive Worksheet,44,"The given figure represents four circuit arrangements, I, II, III and IV.  Each circuit consists of an electric cell and a torch bulb.
The bulb may glow in the circuit arrangements labelled as",I and Ii,II and III,III and IV,IV and I,x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Conceptive Worksheet,45,An electric cell has ___i__ terminal(s).  The metal cap on an electric cell represents its __ii___ terminal.  The information in which alternative completes the given statement?,,,,,x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Conceptive Worksheet,46,The path along which electric current flow is called,Electric circuit,Electric shock,Both (A) and (B),Neither (A) nor (B),x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Conceptive Worksheet,47,Which of the following are the non-conductors of electricity,Wood,Paper,Cloth,Rubber,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Conceptive Worksheet,48,"Statement I : Switch is used to close are open electic circuit.
Statement II : When switch is closed, the circuit is closed and when it is opened, then circuit is open circuit.","Both Statement are true , Statement - II is the correct explanation of Statement - I","Both Statement are true , Statement - II is not correct explanation of Statement - I","Statement - I is true, Statement - II is false","Statement - I is false, Statement - II is true.",,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Conceptive Worksheet,49,"What is the total emf, when three cells of emf's are 2V, 2.5V, 4V are connected in series.",4V,2.5V,2V,8.5V,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Conceptive Worksheet,50,"What is the total emf, when three cells of emfs are 2V, 2V, 2V are connected in parallel",4V ,1V,2V,5V,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Conceptive Worksheet,51,"The total emf of three cells of emf's 1V, 1V, 1V are connected in series is _____V",,,,,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Conceptive Worksheet,52,Which of the following is used as source of electrical energy,Electric Cell,Dry Cell,Ammeter,Voltameter,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Summative Worksheet,1,Electric current flows from _____ terminal to _____ terminal outside the cell through the circuit.,,,,,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Summative Worksheet,2,                                       represents,,,,,x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Summative Worksheet,3,"In which case, bulb glows in the circuit.",A,B,C,D,x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Summative Worksheet,4,Is pure water a conductor of electricity?,,,,,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Summative Worksheet,5,Electric current flows in _____ direction only.,,,,,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Summative Worksheet,6,"A cell has two terminals, one terminal is on the metal base, second terminal is on _____",,,,,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Summative Worksheet,7,Bulb in this circuit doesn't glow; why?,,,,,x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Summative Worksheet,8,A device that is used to break an electric circuit is called ?,,,,,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Summative Worksheet,9,An electric cell has _____ terminals,,,,,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Summative Worksheet,10,Unit of electric current is ________,,,,,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Summative Worksheet,11,Match the following,"I - b, Ii - c, iii - d","I - a, Ii - b, iii - c","I - b, Ii - a, iii - c","I - c, Ii - d, iii - a",x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Summative Worksheet,12,-----,"I - b, Ii - a, iii - c","I - b, Ii - a, iii - d","I - c, Ii - d, iii - b","I - a, Ii - b, iii - a",x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Summative Worksheet,13,"Draw in your notebook the symbols to represent the following components of electrical circuits : connecting wires, switch in the 'OFF' position, bulb, cell, switch in the 'ON' position, and battery",,,,,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Summative Worksheet,14,Draw the circuit diagram to represent the circuit shown in figure,,,,,x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Summative Worksheet,15,Firgure shows four cells fixed on a board.  Draw lines to indicate how you will connect their terminals with wires to make a battery of four cells,,,,,x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Summative Worksheet,16,The bulb in the circuit shown in Figure does not glow.  Can you identify the problem?  Make necessary changes in the circuit to make the bulb glow.,,,,,x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Summative Worksheet,17,Name any two effects of electric current.,,,,,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Summative Worksheet,18,"When the current is switched on through a wire, a compass needle kept nearby gets deflected from its north-south position.  Explain.",,,,,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Summative Worksheet,19,Will the compass needle show deflection when the switch in the circuit shown by figure is closed?,,,,,x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Summative Worksheet,20,"Fill in the blanks :
a)  Longer line in the symbol for cell represents its ______ terminal
b)  The combination of two or more cells is called a __________
c) When current is switched 'on' in a room heater, it __________
d)  The safety device based on the heating effec tof electric current is called a ______",,,,,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Summative Worksheet,21,"Mark 'T' if the statement is true and 'F' if it is false.
A)  To make a battery of two cells, the negative terminal of once cell is connected to the negative terminal of the other cell (T/F).
B) When the electric current through the fuse exceeds a certain limit, the fuse wire melts and breaks (T/F).
An electromagnet does not attarct a piece of iron (T/F).
D)  An electric bell has an electromagnet (T/F)",,,,,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Summative Worksheet,22,Do you think an electromagnet can be used for separating plastic bags from a garbage heap?  Explain.,,,,,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Summative Worksheet,23,An electrician is carrying out some repairs in your house.  He wants to replace a fuse by a piece of wire. Would you agree?  Give reasons for your response.,,,,,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Summative Worksheet,24,"Zubeda made an electric circuit using a cell holder shows in Fig.14.4, a switch and a bulb.  When she put the switch in the 'ON' position, the bulb did not glow.  Helpo Zubeda in identifying the possible defects in the circuit.",,,,,x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Summative Worksheet,25,"In the circuit shown in figure
i)  Would any of the bulbs glow when the switch is in the 'OFF' position?
Ii)  What will be the order in which the bulbs A, B and C will glow when the switch is moved to the 'ON' position?",,,,,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Hots Worksheet,1,It is impossible to construct a torch in the absence of ,Plastic casing,Electric Cells,Reflector,Switch,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Hots Worksheet,2,"Among the labelled parts, current does not flow through the",Battery,Switch,Filament,Reflector,x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Hots Worksheet,3,"The given figure shows a circuit with a cell connected to a bulb and a switch.
When the switch is closed, the bulb lights up because the",Switch produces electricity,B)  Switch produces electricty,C)  Connecting wires produce electricity,D) Circuit completes on closing the switch,x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Hots Worksheet,4,"Atul has constructed four electric circuits, each consisting of a bell, a bulb, switch and a cell.  The bells of the circuits are labelled as 1,2,3 and 4 as shown in the given figure.
Which bell will produce a sound when the switch is closed?",Bell 1,Bell 2,Bell 3,Bell 4,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Hots Worksheet,5,"Suraj has constructed a simple electric circuit.  It consists of a bulb, a switch, and a cell, as shown in the gtiven figure.  Howver, the lengths of the wires are not sufficient.  Hence, this circuit has two free ends.  He has four objects namely a wooden gilli, a match stick, a pen cap, and a nail.
The glow the bulb, Suraj should connect the free ends with the",Nail,Matchstick,Pen cap,Wooden gilli,x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Hots Worksheet,6,"Raju has constructed four different circuits with four bulbs, four cells and four different objects a shown in the given figure.
Which bulb will glow in the given circuits?",Bulb 1,Bulb 2,Bulb 3,Bulb 4,x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Hots Worksheet,7,"Raju bought five similar bulbs and connected them with two cells to construct an electric circuit.  The given figure shows the circuit constructed by Raju.
In the given circuit, the bulbs that would not glow are",Bulb 1 and Bulb 2,Bulb 2 and Bulb 3,Bulb 3 and Bulb 4,Bulb 4 and Bulb 5,x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Hots Worksheet,8,"The given figure shows two circuits, each consisting of a bulb and a cell. M and N are the terminals of cell I and S and T are the terminals of cell II. The direction of current in the respective circuits is indicated by arrowheads.
Terminals M and T of the cells are",Both positive,Both negative,Positive and nagative respectively,Negative and positive respectively,x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Hots Worksheet,9,"A circuit is constructed using two torch bulbs and a cell, as shown in the given figure at the left.  The figure at the right shows four arrows whose tips show their resepctive directions.  These arrows have to be placed on each wire segments Rs, RV, ST and TV respectively, according to the directions of current.
The given arrows that can be placed on wire segments RV, VT, ST and RS are respectively","‹ Ñ ›, and Ñ","‹ D ›, and Ñ","› Ñ ‹, and Ñ","› D ‹, and Ñ",x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Hots Worksheet,10,"Various parts on the outer surface of an electric cell are labelled as I, II, III and IV respectively in figure (a).  In figure (b), an incomplete circuit is shown.  M and N are the free ends of this circuit.
To make the bulb glow, free ends M and N of the circuit should be respectively connected to ",I and II,II and III,III and IV,IV and I,x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Hots Worksheet,11,Which of the following parts of a torch is not paired with its function?,,,,,x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Hots Worksheet,12,"Raj performs an experiment to know the conducting nature of some of the objects using a circuit, as shown in the given figure.  He inserts some objects one by one between M and N and observes whether the blub glows or not.
The objects that he inserted are eraser, Key, Plastic scale, glass bangle, bottle cap, nail, thermocol sheet, and wallet.
Raj will be able to glow the bulb if he inserts",Key and nail respectively,"Key, Nail and wallet respectively",Bottle cap and thermocol sheet respectively,"Eraser, scale, bangle and bottle cap respectively",x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Hots Worksheet,13,"The schematic diagram of an open circuit is shown in the given figure.
Which of the following objects is inserted tightly in the gap to make the bulb glow?",Key ,Cork,Plastic bottle cap,Thermocol sheet,x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,Hots Worksheet,14,"The picture of a household torch is shown is the given figure.
The electricity required to operate a simple torch is provided by the ",Bulb,Electric Cell,Switch,Curved mirror,x,,,
